Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap ($)
1825,VPR,Volt Power Group Ltd,$0.001,-33.33%,0.00%,0.00%,-50.00%,Utilities,10.72M
1826,RMX,Red Mountain Mining Ltd,$0.004,0.00%,0.00%,+14.29%,-20.00%,Materials,10.69M
1827,LML,Lincoln Minerals Ltd,$0.008,+7.14%,-16.67%,+36.36%,-6.25%,Materials,10.66M
1828,GTE,Great Western Exploration Ltd,$0.042,0.00%,0.00%,0.00%,-32.26%,Materials,10.61M
1829,MEM,Memphasys Ltd,$0.011,+10.00%,-21.43%,-15.39%,-31.25%,Health Care,10.55M
1830,LHM,Land & Homes Group Ltd,$0.01,0.00%,0.00%,0.00%,-28.57%,Real Estate,10.49M
1831,OAR,OAR Resources Ltd,$0.004,+33.33%,0.00%,0.00%,-20.00%,Materials,10.45M
1832,PVT,Pivotal Metals Ltd,$0.019,-5.00%,+5.56%,0.00%,-55.81%,Materials,10.41M
1833,EVR,EV Resources Ltd,$0.011,0.00%,0.00%,-15.39%,-50.00%,Materials,10.39M
1834,SCL,Schrole Group Ltd,$0.29,+11.54%,-3.33%,+31.82%,-36.96%,Information Technology,10.36M
1835,PTR,Petratherm Ltd,$0.046,0.00%,-8.00%,-16.36%,-17.86%,Materials,10.34M
1836,MQR,Marquee Resources Ltd,$0.025,0.00%,-3.85%,-13.79%,-57.63%,Materials,10.33M
1837,TGH,Terragen Holdings Ltd,$0.028,0.00%,0.00%,+3.70%,-75.65%,Materials,10.33M
1838,RIE,Riedel Resources Ltd,$0.005,-16.67%,0.00%,0.00%,-37.50%,Materials,10.3M
1839,Z2U,ZOOM2U Technologies Ltd,$0.053,0.00%,-10.17%,-8.62%,-55.83%,Information Technology,10.27M
1840,SHE,Stonehorse Energy Ltd,$0.015,0.00%,-6.25%,-6.25%,0.00%,Energy,10.27M
1841,CLE,Cyclone Metals Ltd,$0.001,0.00%,-50.00%,0.00%,-60.00%,Materials,10.26M
1842,RWD,Reward Minerals Ltd,$0.045,+15.39%,+12.50%,+4.65%,-57.43%,Materials,10.25M
1843,VKA,Viking Mines Ltd,$0.01,0.00%,+25.00%,0.00%,+25.00%,Materials,10.25M
1844,SVG,Savannah Goldfields Ltd,$0.051,-7.27%,-12.07%,-21.54%,-75.71%,Materials,10.22M
1845,MMC,Mitre Mining Corporation Ltd,$0.225,0.00%,0.00%,-15.09%,+25.00%,Materials,10.2M
1846,1AD,Adalta Ltd,$0.023,0.00%,0.00%,+9.52%,-55.77%,Health Care,10.18M
1847,VSR,Voltaic Strategic Resources Ltd,$0.021,0.00%,-8.70%,-32.26%,-4.55%,Materials,10.15M
1848,ASR,Asra Minerals Ltd,$0.007,0.00%,0.00%,-17.65%,-68.18%,Materials,10.13M
1849,LSR,Lodestar Minerals Ltd,$0.005,0.00%,0.00%,-9.09%,0.00%,Materials,10.12M
1850,LRV,Larvotto Resources Ltd,$0.15,+20.00%,+42.86%,+15.39%,-21.05%,Materials,10.09M
1851,ATOM,MGlobal X Uranium ETF,$14.40,+1.70%,+2.27%,+1.05%,+47.39%,Financials,10.08M
1852,TRI,Trivarx Ltd,$0.03,+15.39%,+15.39%,+50.00%,0.00%,Health Care,10.07M
1853,RNE,Renu Energy Ltd,$0.023,+7.14%,-6.25%,-22.41%,-43.75%,Utilities,10.07M
1854,ECPGA,GAECP Emerging Growth Ltd,$1.33,0.00%,0.00%,-2.21%,-8.90%,N/A,10.07M
1855,JBY,James Bay Minerals LtdSPONSORED,$0.31,-1.59%,+14.82%,-17.33%,+55.00%,Materials,10.06M
1856,OPN,Openn Negotiation Ltd,$0.009,0.00%,+12.50%,+12.50%,-85.68%,Industrials,10.05M
1857,MAUCA,CAMagnetic Resources NL,$0.49,0.00%,0.00%,+81.48%,-41.32%,N/A,10.01M
1858,NPM,Newpeak Metals Ltd,$0.001,0.00%,0.00%,0.00%,0.00%,Materials,10M
1859,VTX,Vertex Minerals Ltd,$0.16,0.00%,+10.35%,+6.67%,+34.74%,Materials,9.99M
1860,NIS,Nickelsearch Ltd,$0.062,0.00%,+16.98%,+5.09%,-51.81%,Materials,9.94M
1861,EFE,Eastern Resources Ltd,$0.008,0.00%,+14.29%,-11.11%,-78.38%,Materials,9.94M
1862,BOD,BOD Science Ltd,$0.056,0.00%,-6.67%,-21.13%,-41.05%,Health Care,9.93M
1863,AQD,Ausquest Ltd,$0.012,0.00%,-7.69%,-7.69%,-36.84%,Materials,9.9M
1864,BPP,Babylon Pump & Power Ltd,$0.004,0.00%,0.00%,0.00%,-33.33%,Industrials,9.88M
1865,NAE,New Age Exploration Ltd,$0.006,0.00%,0.00%,-8.33%,-31.25%,Energy,9.87M
1866,POU,Betashares British Pound ETF,$18.74,-0.16%,-0.48%,+0.16%,+7.45%,Financials,9.8M
1867,OLH,Oldfields Holdings Ltd,$0.049,0.00%,-2.00%,-2.00%,-35.53%,Industrials,9.79M
1868,BAOR,RAoris Int Fund (Class B) (Unhedged) (Managed Fund),$2.06,+1.48%,+1.98%,+1.48%,+4.30%,Financials,9.75M
1869,DTR,Dateline Resources Ltd,$0.011,-8.33%,+10.00%,-21.43%,-84.29%,Materials,9.74M
1870,CXU,Cauldron Energy Ltd,$0.01,+11.11%,+11.11%,-15.46%,-4.80%,Energy,9.74M
1871,ICE,Icetana Ltd,$0.038,+11.77%,+11.77%,+15.15%,-30.91%,Information Technology,9.71M
1872,SNG,Siren Gold Ltd,$0.061,0.00%,-10.29%,-8.96%,-65.14%,Materials,9.7M
1873,ADS,Adslot Ltd,$0.003,0.00%,-25.00%,-40.00%,-75.00%,Information Technology,9.67M
1874,MPG,Many Peaks Gold Ltd,$0.265,-11.67%,0.00%,-5.36%,+47.22%,Materials,9.64M
1875,RLF,RLF Agtech Ltd,$0.105,0.00%,0.00%,-4.55%,-36.36%,Materials,9.63M
1876,GFLGA,GAGlobal Masters Fund Ltd,$2.98,0.00%,0.00%,0.00%,-3.87%,N/A,9.61M
1877,BUY,Bounty Oil & Gas NL,$0.007,-12.50%,-22.22%,0.00%,0.00%,Energy,9.59M
1878,OLY,Olympio Metals Ltd,$0.15,+7.14%,+7.14%,-9.09%,-3.23%,Materials,9.54M
1879,IBG,Ironbark ZINC Ltd,$0.007,+8.33%,0.00%,-18.75%,-38.10%,Materials,9.53M
1880,MVL,Marvel Gold Ltd,$0.011,0.00%,0.00%,-8.33%,-56.00%,Materials,9.5M
1881,HCRD,DBetashares Interest Rate Hedged Aus Corp Bond ETF,$23.68,-0.21%,-0.59%,-0.55%,+4.59%,Financials,9.49M
1882,MHK,Metal Hawk Ltd,$0.12,+20.00%,+9.09%,+31.87%,-36.84%,Materials,9.45M
1883,FOS,FOS Capital Ltd,$0.175,+2.94%,+9.38%,0.00%,-12.50%,Industrials,9.42M
1884,MXO,Motio Ltd,$0.035,+9.38%,+34.62%,+29.63%,0.00%,Communication Services,9.39M
1885,NNL,Nordic Nickel Ltd,$0.16,0.00%,-11.11%,-17.95%,-31.92%,Materials,9.35M
1886,UCM,Uscom Ltd,$0.049,0.00%,0.00%,-2.00%,-2.00%,Health Care,9.34M
1887,SW1,Swift Networks Group Ltd,$0.015,0.00%,0.00%,-21.05%,+15.39%,Communication Services,9.31M
1888,HLX,HELIX Resources Ltd,$0.004,0.00%,+33.33%,0.00%,-27.27%,Materials,9.29M
1889,RNT,Rent.com.Au Ltd,$0.018,0.00%,0.00%,-10.00%,-51.35%,Communication Services,9.27M
1890,AM7,Arcadia Minerals Ltd,$0.085,0.00%,-5.56%,-15.00%,-67.31%,Materials,9.27M
1891,JREG,GJpmorgan Asset Management (Australia) Ltd,$57.85,0.00%,-0.31%,-1.70%,+12.07%,Financials,9.26M
1892,OLI,Oliver's Real Food Ltd,$0.021,0.00%,0.00%,-16.00%,-64.41%,Consumer Discretionary,9.26M
1893,AUZ,Australian Mines Ltd,$0.013,+4.17%,0.00%,-10.71%,-80.66%,Materials,9.25M
1894,BCA,Black Canyon Ltd,$0.14,-6.67%,-6.67%,+16.67%,-39.13%,Materials,9.24M
1895,CZN,Corazon Mining Ltd,$0.015,0.00%,-11.77%,+25.00%,0.00%,Materials,9.23M
1896,SSH,SSH Group Ltd,$0.14,0.00%,0.00%,0.00%,-20.00%,Industrials,9.23M
1897,CHW,Chilwa Minerals Ltd,$0.20,+2.56%,+11.11%,+25.00%,0.00%,Materials,9.18M
1898,YRL,Yandal Resources Ltd,$0.058,-3.33%,+3.57%,+23.40%,-55.39%,Materials,9.15M
1899,FG1,FLYNN Gold Ltd,$0.067,-1.47%,+3.08%,+15.52%,-33.29%,Materials,9.14M
1900,SP8,Streamplay Studio Ltd,$0.008,+14.29%,+14.29%,-11.11%,-33.33%,Communication Services,9.1M
1901,NVU,Nanoveu Ltd,$0.023,0.00%,0.00%,0.00%,+91.67%,Information Technology,9.08M
1902,LNU,Linius Technologies Ltd,$0.002,0.00%,0.00%,-20.00%,-42.86%,Information Technology,9.04M
1903,SPA,Spacetalk Ltd,$0.02,0.00%,-9.09%,-4.76%,-42.99%,Information Technology,9.01M
1904,DTI,DTI Group Ltd,$0.02,0.00%,0.00%,-9.09%,+42.86%,Information Technology,8.97M
1905,APL,Associate Global Partners Ltd,$0.185,0.00%,-7.50%,-11.91%,-57.96%,Financials,8.96M
1906,PLN,Pioneer Lithium Ltd,$0.315,0.00%,+8.62%,-21.25%,+57.50%,Materials,8.95M
1907,IMI,Infinity Mining Ltd,$0.115,-8.00%,-4.17%,-23.33%,-50.00%,Materials,8.95M
1908,HFY,Hubify Ltd,$0.018,-14.29%,+12.50%,0.00%,-30.77%,Communication Services,8.93M
1909,ALM,Alma Metals Ltd,$0.008,+14.29%,0.00%,-11.11%,-27.27%,Energy,8.91M
1910,MEG,Megado Minerals Ltd,$0.035,0.00%,0.00%,-20.46%,-48.53%,Materials,8.91M
1911,R3D,R3D Resources Ltd,$0.06,0.00%,+15.39%,+25.00%,-25.93%,Materials,8.89M
1912,ICG,Inca Minerals Ltd,$0.018,+5.88%,-10.00%,+5.88%,-48.57%,Materials,8.86M
1913,LDR,Lode Resources Ltd,$0.083,0.00%,-4.60%,-27.83%,-24.55%,Materials,8.86M
1914,A8G,Australasian Metals Ltd,$0.17,0.00%,-5.56%,-10.53%,-26.09%,Materials,8.86M
1915,INP,Incentiapay Ltd,$0.007,0.00%,0.00%,-12.50%,-22.22%,Communication Services,8.86M
1916,YTMORG,ORGEquity Trustees Ltd,$95.28,0.00%,0.00%,0.00%,+11.45%,N/A,8.84M
1917,TRU,Truscreen Group Ltd,$0.021,0.00%,+5.00%,-12.50%,-48.78%,Health Care,8.82M
1918,X2M,X2M Connect Ltd,$0.049,+22.50%,+16.67%,+22.50%,-48.42%,Information Technology,8.8M
1919,ESR,Estrella Resources Ltd,$0.005,-16.67%,-28.57%,-37.50%,-50.00%,Materials,8.8M
1920,SRZ,Stellar Resources Ltd,$0.008,-11.11%,0.00%,-33.33%,-38.46%,Materials,8.79M
1921,NWM,Norwest Minerals Ltd,$0.031,0.00%,-15.28%,+1.67%,-35.11%,Materials,8.77M
1922,ACM,Australian Critical Minerals Ltd,$0.295,+11.32%,+11.32%,-3.28%,+47.50%,Materials,8.77M
1923,T88,Taiton Resources Ltd,$0.17,0.00%,-5.56%,-8.11%,-15.00%,Energy,8.76M
1924,AN1,Anagenics Ltd,$0.023,0.00%,-4.17%,0.00%,-29.64%,Consumer Staples,8.71M
1925,KSM,K2 Australian Small Cap Fund (Hedge Fund),$2.14,+2.39%,+2.39%,-1.84%,-6.14%,Financials,8.7M
1926,NSB,Neuroscientific Biopharmaceuticals Ltd,$0.06,0.00%,0.00%,-14.89%,-29.41%,Health Care,8.68M
1927,1CG,One Click Group Ltd,$0.014,0.00%,+7.69%,-29.37%,-5.83%,Industrials,8.61M
1928,BEX,Bikeexchange Ltd,$0.006,0.00%,0.00%,0.00%,-66.67%,Consumer Discretionary,8.6M
1929,AKN,Auking Mining Ltd,$0.042,-4.55%,-4.55%,-34.38%,-60.00%,Materials,8.57M
1930,BEE,Broo Ltd,$0.009,0.00%,0.00%,0.00%,0.00%,Consumer Staples,8.57M
1931,RGL,Riversgold Ltd,$0.009,0.00%,-10.00%,-30.77%,-78.05%,Materials,8.56M
1932,AJX,Alexium International Group Ltd,$0.013,-13.33%,-23.53%,-23.53%,-23.53%,Materials,8.56M
1933,YTMQF4,QF4Equity Trustees Ltd,$87.72,0.00%,0.00%,0.00%,+7.24%,N/A,8.54M
1934,FHS,Freehill Mining Ltd,$0.003,0.00%,+50.00%,-25.00%,-72.73%,Materials,8.53M
1935,MCT,Metalicity Ltd,$0.002,0.00%,0.00%,-20.00%,-50.00%,Materials,8.5M
1936,EXT,Excite Technology Services Ltd,$0.007,0.00%,0.00%,0.00%,+75.00%,Information Technology,8.46M
1937,CAG,Cape Range Ltd,$0.089,0.00%,-15.24%,-15.24%,-40.67%,Information Technology,8.45M
1938,OXT,Orexplore Technologies Ltd,$0.043,0.00%,-4.44%,-6.52%,-47.67%,Industrials,8.4M
1939,AWJ,Auric Mining Ltd,$0.064,+6.67%,+36.17%,+52.38%,-11.11%,Materials,8.38M
1940,LPE,Locality Planning Energy Holdings Ltd,$0.047,0.00%,-9.62%,+4.44%,-12.96%,Utilities,8.37M
1941,ZAG,Zuleika Gold Ltd,$0.016,+6.67%,+14.29%,+45.46%,-27.27%,Materials,8.37M
1942,ZNO,ZOONO Group Ltd,$0.044,-20.00%,-4.35%,+22.22%,-57.62%,Materials,8.36M
1943,14D,1414 Degrees Ltd,$0.035,0.00%,+6.06%,-18.61%,-45.96%,Industrials,8.34M
1944,TTI,Traffic Technologies Ltd,$0.011,0.00%,+10.00%,-8.33%,-31.25%,Industrials,8.33M
1945,YTMDO2,DO2Equity Trustees Ltd,$96.68,0.00%,0.00%,0.00%,+1.17%,N/A,8.32M
1946,ACP,Audalia Resources Ltd,$0.012,0.00%,0.00%,0.00%,0.00%,Materials,8.31M
1947,RNO,Rhinomed Ltd,$0.029,-17.14%,-3.33%,-29.27%,-75.83%,Health Care,8.29M
1948,BMM,Balkan Mining and Minerals Ltd,$0.12,-7.69%,-11.11%,-41.46%,-58.62%,Materials,8.26M
1949,OD6,OD6 Metals Ltd,$0.15,-14.29%,-9.09%,-9.09%,-36.17%,Materials,8.25M
1950,PFT,Pure Foods Tasmania Ltd,$0.075,-5.06%,-5.06%,-21.88%,-54.55%,Consumer Staples,8.25M
1951,YTMMQ1,MQ1Equity Trustees Ltd,$97.16,0.00%,0.00%,0.00%,-2.84%,N/A,8.22M
1952,YAR,Yari Minerals Ltd,$0.017,0.00%,+9.68%,-5.56%,-22.73%,Materials,8.2M
1953,EPN,Epsilon Healthcare Ltd,$0.027,-3.57%,-6.90%,-10.00%,-18.18%,Health Care,8.11M
1954,IRX,Inhalerx Ltd,$0.042,0.00%,0.00%,-2.33%,-28.81%,Health Care,7.97M
1955,AUN,Aurumin Ltd,$0.025,0.00%,-16.67%,0.00%,-69.33%,Materials,7.96M
1956,GCM,Green Critical Minerals Ltd,$0.007,-12.50%,0.00%,0.00%,-50.00%,Materials,7.96M
1957,YOJ,Yojee Ltd,$0.007,0.00%,+16.67%,-22.22%,-85.42%,Information Technology,7.95M
1958,WWG,Wiseway Group Ltd,$0.047,0.00%,0.00%,+2.17%,-27.69%,Industrials,7.86M
1959,CNJ,Conico Ltd,$0.005,0.00%,0.00%,-16.67%,-58.33%,Materials,7.85M
1960,GIB,Gibb River Diamonds Ltd,$0.037,0.00%,-2.63%,+37.04%,-28.85%,Materials,7.83M
1961,LYN,Lycaon Resources Ltd,$0.195,-2.50%,-2.50%,-25.00%,-27.78%,Materials,7.81M
1962,FTC,Fintech Chain Ltd,$0.012,0.00%,0.00%,-7.69%,-40.00%,Financials,7.81M
1963,CCZ,Castillo Copper Ltd,$0.006,-7.69%,0.00%,-20.00%,-70.00%,Materials,7.8M
1964,BSN,Basin Energy Ltd,$0.125,-1.96%,+8.70%,-7.41%,-24.24%,Energy,7.79M
1965,KNO,Knosys Ltd,$0.036,+2.86%,0.00%,-12.20%,-61.29%,Information Technology,7.78M
1966,OSX,Osteopore Ltd,$0.05,0.00%,-1.96%,-15.25%,-74.40%,Health Care,7.75M
1967,XGOV,VVaneck 10+ Year Australian Government Bond ETF,$48.40,+0.65%,+0.81%,-2.28%,-2.95%,Financials,7.74M
1968,NTM,NT Minerals Ltd,$0.009,+28.57%,+28.57%,+12.50%,-10.00%,Materials,7.74M
1969,TZL,TZ Ltd,$0.03,+25.00%,+25.00%,+25.00%,-66.67%,Information Technology,7.7M
1970,CXX,Cradle Resources Ltd,$0.041,0.00%,0.00%,0.00%,0.00%,Materials,7.69M
1971,RB6,RUBIX Resources Ltd,$0.14,0.00%,-6.67%,-45.10%,-6.67%,Materials,7.64M
1972,GDM,Great Divide Mining Ltd,$0.28,0.00%,-8.20%,-5.09%,+40.00%,Materials,7.63M
1973,ODE,Odessa Minerals Ltd,$0.008,0.00%,+6.67%,-33.33%,-50.00%,Materials,7.58M
1974,KPO,Kalina Power Ltd,$0.005,0.00%,-16.67%,-37.50%,-76.19%,Utilities,7.58M
1975,CMG,Critical Minerals Group Ltd,$0.245,0.00%,+13.95%,+4.26%,+19.51%,Materials,7.56M
1976,GLH,Global Health Ltd,$0.13,-7.14%,-3.70%,-23.53%,-48.00%,Health Care,7.55M
1977,KFM,Kingfisher Mining Ltd,$0.14,0.00%,-6.67%,-22.22%,-72.00%,Materials,7.52M
1978,NTL,New Talisman Gold Mines Ltd,$0.017,-15.00%,-10.53%,-5.56%,-30.56%,Materials,7.51M
1979,REZ,Resources & Energy Group Ltd,$0.015,0.00%,0.00%,-3.23%,-21.05%,Materials,7.5M
1980,MKG,Mako Gold Ltd,$0.013,0.00%,-18.75%,-13.33%,-67.50%,Materials,7.49M
1981,YOW,Yowie Group Ltd,$0.034,0.00%,0.00%,0.00%,-29.17%,Consumer Staples,7.43M
1982,TAR,Taruga Minerals Ltd,$0.011,0.00%,+16.67%,-4.55%,-63.79%,Materials,7.41M
1983,AL8,Alderan Resources Ltd,$0.012,+9.09%,+9.09%,+9.09%,+71.43%,Materials,7.4M
1984,ENX,Enegex Ltd,$0.02,0.00%,+5.26%,+5.26%,-25.93%,Materials,7.38M
1985,SIV,SIV Capital Ltd,$0.155,0.00%,-8.82%,-16.22%,-18.42%,Industrials,7.34M
1986,LIO,Lion Energy Ltd,$0.017,-10.53%,-19.05%,-19.05%,-52.78%,Energy,7.3M
1987,SAU,Southern Gold Ltd,$0.015,0.00%,+15.39%,+25.00%,-50.00%,Materials,7.29M
1988,DLM,Dominion Minerals Ltd,$0.032,0.00%,0.00%,0.00%,-41.82%,Materials,7.23M
1989,NVO,Novo Resources Corp,$0.19,0.00%,-2.56%,-17.39%,-5.00%,Materials,7.2M
1990,CAQ,CAQ Holdings Ltd,$0.01,0.00%,0.00%,0.00%,-37.50%,Real Estate,7.18M
1991,DYM,Dynamic Metals Ltd,$0.205,+2.50%,+36.67%,0.00%,+2.50%,Materials,7.18M
1992,YANK,KBetashares Strong U.S. Dollar Fund (Hedge Fund),$12.95,0.00%,-5.41%,-0.15%,-3.65%,Financials,7.16M
1993,AER,Aeeris Ltd,$0.10,0.00%,+11.11%,0.00%,-23.08%,Communication Services,7.16M
1994,LRL,Labyrinth Resources Ltd,$0.006,0.00%,+20.00%,0.00%,-63.41%,Materials,7.13M
1995,PO3,Purifloh Ltd,$0.22,0.00%,0.00%,0.00%,-26.67%,Utilities,7.08M
1996,KOB,Koba Resources Ltd,$0.067,-4.29%,-1.47%,-16.25%,-64.74%,Materials,7.06M
1997,ELE,Elmore Ltd,$0.005,0.00%,0.00%,0.00%,-76.19%,Materials,7M
1998,W2V,Way 2 Vat Ltd,$0.011,+10.00%,0.00%,-26.67%,-50.64%,Information Technology,6.98M
1999,VTI,Visioneering Technologies Inc,$0.22,0.00%,-4.35%,-24.64%,-4.23%,Health Care,6.98M
2000,T92,Terra Uranium Ltd,$0.135,+3.85%,-3.57%,-22.86%,-49.66%,Energy,6.97M
2001,ATU,Atrum Coal Ltd,$0.005,0.00%,0.00%,0.00%,-16.67%,Materials,6.96M
2002,N100,0Global X US 100 ETF,$9.94,+0.91%,+2.05%,+0.10%,-0.40%,Financials,6.96M
2003,VMG,VDM Group Ltd,$0.001,0.00%,0.00%,0.00%,0.00%,Industrials,6.93M
2004,G88,Golden Mile Resources Ltd,$0.021,+10.53%,-4.55%,-27.59%,-1.42%,Materials,6.92M
2005,AYLD,DGlobal X S&P/ASX 200 Covered Call ETF,$9.85,+0.72%,+2.60%,+0.41%,-1.99%,Financials,6.9M
2006,LKY,Locksley Resources Ltd,$0.047,+17.50%,+27.03%,+14.63%,-30.43%,Materials,6.89M
2007,SER,Strategic Energy Resources Ltd,$0.014,0.00%,-26.32%,+7.69%,-12.50%,Materials,6.8M
2008,TMX,Terrain Minerals Ltd,$0.005,0.00%,+25.00%,0.00%,-28.57%,Materials,6.77M
2009,MCL,Mighty Craft Ltd,$0.019,+8.82%,-19.57%,-22.92%,-91.59%,Consumer Discretionary,6.74M
2010,AMM,Armada Metals Ltd,$0.039,0.00%,+95.00%,+50.00%,-30.47%,Materials,6.73M
2011,LNR,Lanthanein Resources Ltd,$0.006,-7.69%,0.00%,-25.00%,-83.33%,Materials,6.73M
2012,EDE,Eden Innovations Ltd,$0.002,-20.00%,-20.00%,-33.33%,-66.67%,Energy,6.73M
2013,DEL,Delorean Corporation Ltd,$0.031,+3.33%,-8.82%,+34.78%,-58.67%,Utilities,6.69M
2014,HPC,The Hydration Pharmaceuticals Company Ltd,$0.027,+8.00%,-12.90%,-28.95%,-80.11%,Consumer Staples,6.69M
2015,RNX,Renegade Exploration Ltd,$0.007,0.00%,-22.22%,-22.22%,-12.50%,Materials,6.67M
2016,IEC,Intra Energy Corporation Ltd,$0.004,0.00%,0.00%,-20.00%,-33.33%,Energy,6.64M
2017,DOR,Doriemus Plc,$0.055,0.00%,0.00%,0.00%,0.00%,Energy,6.62M
2018,DCX,Discovex Resources Ltd,$0.002,0.00%,0.00%,-20.00%,-33.33%,Materials,6.61M
2019,AGC,Australian Gold and Copper Ltd,$0.066,+4.76%,+1.54%,+8.20%,-4.35%,Materials,6.6M
2020,DES,Desoto Resources Ltd,$0.11,0.00%,0.00%,-12.00%,-45.00%,Materials,6.59M
2021,RCL,Readcloud Ltd,$0.045,-2.17%,-21.05%,-16.67%,-64.19%,Information Technology,6.58M
2022,AGR,Aguia Resources Ltd,$0.014,0.00%,-12.50%,-2.33%,-76.75%,Materials,6.56M
2023,ADY,Admiralty Resources NL,$0.005,0.00%,-16.67%,-16.67%,-28.57%,Materials,6.52M
2024,RLG,Roolife Group Ltd,$0.009,-18.18%,0.00%,-18.18%,-40.00%,Communication Services,6.5M
2025,CR1,Constellation Resources Ltd,$0.13,0.00%,+23.81%,-21.21%,-7.14%,Materials,6.49M
2026,NYM,Narryer Metals Ltd,$0.135,+8.00%,+39.18%,+17.39%,+3.85%,Materials,6.48M
2027,NMR,Native Mineral Resources Holdings Ltd,$0.032,-3.03%,-15.79%,-21.95%,-78.67%,Materials,6.45M
2028,HOR,Horseshoe Metals Ltd,$0.01,-9.09%,0.00%,+25.00%,-52.38%,Materials,6.43M
2029,A1G,African Gold Ltd,$0.038,-5.00%,-5.00%,-7.32%,-60.83%,Materials,6.43M
2030,PFE,Pantera Minerals Ltd,$0.06,+5.26%,-1.64%,+5.26%,-36.17%,Materials,6.42M
2031,ID8,Identitii Ltd,$0.015,-6.25%,-16.67%,+25.00%,-43.55%,Information Technology,6.41M
2032,CPM,Cooper Metals Ltd,$0.12,0.00%,0.00%,-4.00%,-63.64%,Materials,6.39M
2033,COY,Coppermoly Ltd,$0.012,-7.69%,0.00%,-7.69%,+20.00%,Materials,6.36M
2034,NME,NEX Metals Exploration Ltd,$0.018,0.00%,0.00%,+28.57%,-45.46%,Materials,6.35M
2035,BMG,BMG Resources Ltd,$0.01,0.00%,+5.26%,-9.09%,-50.00%,Materials,6.34M
2036,AAJ,Aruma Resources Ltd,$0.032,+3.23%,0.00%,-11.11%,-54.29%,Materials,6.3M
2037,RML,Resolution Minerals Ltd,$0.005,0.00%,0.00%,-28.57%,-50.00%,Materials,6.29M
2038,ETPMPT,MPTGlobal X Metal Securities Australia Ltd,$134.00,-2.17%,+0.22%,+1.34%,-2.81%,N/A,6.27M
2039,ILT,Iltani Resources Ltd,$0.15,0.00%,+15.39%,-16.67%,-25.00%,Materials,6.27M
2040,AUH,Austchina Holdings Ltd,$0.003,0.00%,0.00%,-25.00%,-57.14%,Energy,6.23M
2041,WHK,Whitehawk Ltd,$0.02,+17.65%,+5.26%,-20.00%,-70.50%,Information Technology,6.22M
2042,WYX,Western Yilgarn NL,$0.125,+8.70%,+76.06%,+32.98%,-10.71%,Materials,6.21M
2043,MPR,Mpower Group Ltd,$0.018,-5.26%,0.00%,-5.26%,-14.29%,Financials,6.19M
2044,HIQ,HITIQ Ltd,$0.021,0.00%,+16.67%,0.00%,-37.76%,Health Care,6.18M
2045,AEI,Aeris Environmental Ltd,$0.025,0.00%,+13.64%,+13.64%,-34.21%,Industrials,6.14M
2046,DVL,Dorsavi Ltd,$0.011,0.00%,-15.39%,0.00%,-15.39%,Health Care,6.12M
2047,OCN,Oceana Lithium LtdSPONSORED,$0.115,-14.82%,-14.82%,-47.73%,-76.53%,Materials,6.1M
2048,RDS,Redstone Resources Ltd,$0.007,0.00%,0.00%,-12.50%,0.00%,Materials,6.1M
2049,AYT,Austin Metals Ltd,$0.006,0.00%,+20.00%,-14.29%,-14.29%,Materials,6.1M
2050,GRL,Godolphin Resources Ltd,$0.036,-5.26%,-5.26%,-12.20%,-59.81%,Materials,6.09M
2051,YTMALD,ALDEquity Trustees Ltd,$99.98,0.00%,0.00%,0.00%,+1.70%,N/A,6.09M
2052,GO2,The GO2 People Ltd,$0.014,0.00%,0.00%,0.00%,+27.27%,Industrials,6.08M
2053,GLV,Global Oil & Gas Ltd,$0.013,0.00%,+8.33%,-7.14%,-48.00%,Energy,6.07M
2054,NFL,Norfolk Metals Ltd,$0.20,+11.11%,+14.29%,0.00%,-34.43%,Materials,6.06M
2055,EEL,Enrg Elements Ltd,$0.006,0.00%,+20.00%,-25.00%,-75.00%,Materials,6.06M
2056,GTH,Gathid Ltd,$0.023,+9.52%,+9.52%,-14.82%,-53.06%,Information Technology,6.06M
2057,AMD,Arrow Minerals Ltd,$0.002,0.00%,0.00%,-33.33%,-60.00%,Materials,6.05M
2058,WC1,West Cobar Metals Ltd,$0.062,-4.62%,-8.82%,-27.06%,-65.56%,Materials,6.02M
2059,BVR,Bellavista Resources Ltd,$0.125,0.00%,+13.64%,-10.71%,-40.48%,Materials,6.02M
2060,ARC,ARC Funds Ltd,$0.20,0.00%,-6.98%,-18.37%,-43.66%,Financials,6.02M
2061,KP2,Kore Potash Plc,$0.009,0.00%,-18.18%,-10.00%,-30.77%,Materials,6.01M
2062,RAS,Ragusa Minerals Ltd,$0.042,0.00%,+5.00%,+10.53%,-80.00%,Materials,5.99M
2063,M4M,Macro Metals Ltd,$0.003,0.00%,0.00%,-25.00%,-25.00%,Materials,5.96M
2064,EMT,Emetals Ltd,$0.007,0.00%,0.00%,-12.50%,-58.82%,Materials,5.95M
2065,AUK,Aumake Ltd,$0.004,0.00%,+14.29%,0.00%,0.00%,Consumer Discretionary,5.95M
2066,FXG,FELIX Gold Ltd,$0.05,+6.38%,-11.50%,-31.51%,-56.52%,Materials,5.94M
2067,ILA,Island Pharmaceuticals Ltd,$0.073,+2.82%,+10.61%,-14.12%,-54.38%,Health Care,5.93M
2068,A3D,Aurora Labs Ltd,$0.024,-14.29%,-14.29%,+9.09%,-20.00%,Industrials,5.9M
